product_id,product_name,product_price,product_type,user_type
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人
10044566486597,七匹狼短袖T恤男夏季POLO打底衫男商务休闲翻领气质时尚短T男装上衣服饰 701卡其色 175/92A(XL),259.0,时尚服装,时尚达人
100042157107,古地斯运动服套装女春款时尚洋气减龄卫衣休闲两件套YLDS8885 绿色 XL,399.0,时尚服装,时尚达人
100053145939,NASA MARVEL漫威官方联名夹克男冲锋衣外套春秋男潮流户外运动外套 白色M,139.0,时尚服装,时尚达人
10069555130918,JOSR品牌短袖男t恤中青年春季新款男士冰丝短袖薄款潮流针织打底衫男 卡其色 M,779.0,时尚服装,时尚达人
10047518198140,圆领t恤定做广告衫印logo工作服刺绣班服印字活动聚会服装定制文化衫 纯棉/雾霾蓝 S,48.0,时尚服装,时尚达人
10041413104776,罗蒙夹克男外套男士春秋季新款纯色服商务中青年潮流时尚休闲服饰男装 墨绿 XL（推荐125-140斤）,149.0,时尚服装,时尚达人
10068418936308,卡搭（kraallda）牛仔夹克男春秋款【棉质亲肤面料】潮流宽松美式工装休闲复古男装 KD4254黑色(常规款) 175/L 推荐（140-155斤）,1388.0,时尚服装,时尚达人
100032647678,七匹狼外套男士春季中青年商务立领纯色夹克休闲时尚男装上衣服饰,439.0,时尚服装,时尚达人
10070337153782,RAJKPOOR运动服休闲时尚套装女2023年新款春季宽松洋气质减龄阔腿裤两件套 宝蓝 XL/建议113-125斤,168.0,时尚服装,时尚达人
10069555030938,JOSR品牌短袖男t恤中青年春季新款男士短袖潮流薄款半袖针织打底衫男 白色 M,779.0,时尚服装,时尚达人
10043278167894,雾卡 【三件装】短袖t恤男纯色棉白色宽松夏季T恤男士半袖潮流衣服情侣装打底衫男装 卡其+深灰+黑色 XL 建议135-150斤,79.0,时尚服装,时尚达人
100042838858,罗蒙（ROMON）外套男连帽休闲防风棒球服男士潮流夹克上衣SG-D802F61 黑色 2XL,198.0,时尚服装,时尚达人
100044176744,卡帝乐鳄鱼（CARTELO）外套男 休闲翻领工装茄克潮流棒球服宽松牛仔夹克男 灰色2XL,169.0,时尚服装,时尚达人
10069541280881,啄木鸟（TUCANO）春秋新款夹克男士中青年商务休闲潮流翻领条纹外套薄男装宽松上衣 灰色 180,268.0,时尚服装,时尚达人
10068552166525,啄木鸟（TUCANO）春季新款长袖T恤男翻领纯棉刺绣保罗Polo男士休闲打底衫上衣 邮电绿 175,158.0,时尚服装,时尚达人
10068613043702,霓问DIDORSSBO男装个体店高街机能时尚户外工装连帽夹克外套潮 绿色 XL(160-190)斤,277.0,时尚服装,时尚达人
10029303481732,速干t恤定制快干工装刺绣户外文化衫印图团建聚会服装定做工作服 夏季吸汗 橙色 XL,78.0,时尚服装,时尚达人
100045165378,罗蒙（ROMON）外套男时尚立领商务休闲夹克上衣男百搭棒球服男装JX6618 黑色 XL,158.0,时尚服装,时尚达人
100044926046,尚都比拉春秋款时尚通勤肩垫单排扣西装九直筒西服套装女 米杏色 M,599.0,时尚服装,时尚达人
10069555199476,JOSR品牌短袖男t恤中青年春季新款男士短袖时尚潮流冰丝半袖打底衫男 卡其色 立 领 M,779.0,时尚服装,时尚达人
100042785208,鳄鱼恤（CROCODILE）外套男春季大码棒球服休闲时尚潮牌情侣夹克男QHLP2322军绿XL,158.0,时尚服装,时尚达人
10069555226566,JOSR品牌短袖男t恤中青年春季新款男士短袖时尚冰丝刺绣打底衫上衣服 粉丝 M 95-115斤,789.0,时尚服装,时尚达人
10043081781630,花花公子（PLAYBOY）春季翻领t恤男T恤长袖小衫中青年时尚休闲百搭透气衣服全棉秋衣服 灰色 165/M,159.0,时尚服装,时尚达人
100036126159,七匹狼外套男秋季时尚连帽可拆卸夹克男装中青年时尚衣服男上衣服饰 军绿 180/96A(XXL),619.0,时尚服装,时尚达人
100034249799,雅鹿 抗皱 垂顺夹克男士外套立领纯色商务休闲时尚茄克衫春秋季中青年百搭男装衣服 灰色 190,219.0,时尚服装,时尚达人
100024614728,啄木鸟（TUCANO）夹克男外套商务纯色翻领休闲时尚百搭中老年男装上衣服 深蓝色 XL,158.0,时尚服装,时尚达人
10068385971134,乔易伦（QIAOYILUN）痞帅外套男春秋2023新款痞帅翻领白色夹克男士春季上衣潮流男装 白色 M,178.0,时尚服装,时尚达人
