product_id,product_name,product_price,product_type,user_type
10059623674027,写璇【两件装】 长袖t恤男士衣服男装2022秋衣潮流秋装上衣春秋冬季圆领卫衣打底长袖t恤卫衣国潮 【两件装】061深灰色＋061黑色 XL 【建议120-135斤】,39.0,时尚服装,时尚达人
10030202071744,奢号(livvip)t恤男短袖纯棉潮牌超火夏季新款字母印花五分袖ins潮流百搭汗衫 03白 L(适合110~130斤),36.0,时尚服装,时尚达人
28614602109,慈良新款秋季男士棉长袖修身韩版潮流中国风刺绣个性圆领T恤潮男装上衣服 白色 XL(120斤-135斤),118.0,时尚服装,时尚达人
10056611239125,LIGHT SMOKE一套帅气衣服夏季男宽松潮流冰丝短袖t恤男薄款五分袖半袖男生 2150白色短袖+D53蓝色裤子+链 XL 120-145斤优先发货,48.0,时尚服装,时尚达人
10054079916595,芦诺晞衣服夏季男宽松百搭短袖男青少年薄款五分袖t恤男休闲运动套装男港风潮流半袖上衣男生帅气搭配两件套 T203白色+T14黑裤 32 L 100斤-120斤,48.0,时尚服装,时尚达人
10042188558625,花花公子休闲裤男春秋冬季新款商务修身男裤中青年潮牌小脚裤大码长裤子 黑色【四季款】 32,128.9,时尚服装,时尚达人
10068468405608,南极人（Nanjiren）短袖t恤男夏季潮流翻领男士半袖衣服polo体恤衫商务休闲男装 浅灰色 XL,49.0,时尚服装,时尚达人
10026301915656,边七春秋季牛仔夹克外套男复古港风宽松长袖衬衣韩版潮流痞帅上衣百搭宽松休闲翻领工装外套 【关注店铺优先发货】8015 蓝色 2XL,69.0,时尚服装,时尚达人
10059623674027,写璇【两件装】 长袖t恤男士衣服男装2022秋衣潮流秋装上衣春秋冬季圆领卫衣打底长袖t恤卫衣国潮 【两件装】061深灰色＋061黑色 XL 【建议120-135斤】,39.0,时尚服装,时尚达人
10068275932784,百鹊亭短袖t恤男ins潮流港风嘻哈打底衫内搭上衣服男宽松学生时尚打底衫 113白色+118黑色【两件装】 XL,39.0,时尚服装,时尚达人
